Id,Company,Bean Origin,Review Date,Cocoa Percent,Company Location,Rating (Out of 10)
1475,Sjolinds,Ghana,2015.0,70%,U.S.A.,4.9375
1476,Sjolinds,Nicaragua,2015.0,72%,U.S.A.,5.5
1477,"Smooth Chocolator, The","Oko Caribe, DOR005",2017.0,70%,Australia,6.625
1478,"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",2016.0,70%,Australia,7.1875
1479,"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",2016.0,70%,Australia,7.75
1480,"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",2016.0,70%,Australia,7.1875
1481,"Smooth Chocolator, The",Tien Giang,2016.0,70%,Australia,5.5
1482,"Smooth Chocolator, The",Australia,2016.0,67%,Australia,7.1875
1483,"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",2016.0,70%,Australia,6.0625
1484,"Smooth Chocolator, The",Akesson's Estate,2015.0,65%,Australia,6.0625
1485,"Smooth Chocolator, The",Akesson's Estate,2015.0,70%,Australia,6.625
1486,"Smooth Chocolator, The",Kokoa Kamili,2015.0,67%,Australia,7.1875
1487,"Smooth Chocolator, The",San Juan Estate,2015.0,70%,Australia,7.1875
1488,"Smooth Chocolator, The",Camino Verde,2015.0,72%,Australia,7.75
1489,"Smooth Chocolator, The",Bolivia,2015.0,72%,Australia,4.9375
1490,"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",2015.0,65%,Australia,6.625
1491,"Smooth Chocolator, The","Maranon, batch 2",2015.0,67%,Australia,5.5
1492,"Smooth Chocolator, The","Chuao, batch 3",2015.0,70%,Australia,7.1875
1493,Snake & Butterfly,Ghana,2011.0,67%,U.S.A.,2.125
1494,Snake & Butterfly,Madagascar,2010.0,68%,U.S.A.,5.5
1495,Snake & Butterfly,Ecuador,2010.0,68%,U.S.A.,6.0625
1496,Sol Cacao,"Ecuador, Batch 1",2016.0,70%,U.S.A.,6.625
1497,Sol Cacao,Madagascar,2015.0,72%,U.S.A.,5.5
1498,Solkiki,"Maranon, Fortunato No. 4",2016.0,68%,U.K.,4.9375
1499,Solkiki,"Castillo, Hispaniola, unroasted",2016.0,85%,U.K.,4.9375
1500,Solomons Gold,Solomon Island,2016.0,70%,New Zealand,6.0625
1501,Solomons Gold,Solomon Island w/ nibs,2016.0,75%,New Zealand,6.0625
1502,Solstice,Bundibugyo,2014.0,70%,U.S.A.,5.5
1503,Solstice,Sambirano,2013.0,70%,U.S.A.,5.5
1504,Solstice,Amazonas,2013.0,70%,U.S.A.,5.5
1505,Solstice,Bolivia,2013.0,70%,U.S.A.,6.0625
1506,Solstice,San Martin,2013.0,70%,U.S.A.,6.0625
1507,Solstice,Wasatch,2013.0,70%,U.S.A.,6.625
1508,Soma,"Oko Caribe, Duarte P., Collab w Chocosol",2016.0,62%,Canada,6.625
1509,Soma,"Sambirano Valley, Black Science, B-60307.0",2016.0,70%,Canada,6.625
1510,Soma,"Bahia Black, batch bra50722.1",2016.0,70%,Canada,6.625
1511,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",2016.0,75%,Canada,7.1875
1512,Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",2016.0,70%,Canada,7.1875
1513,Soma,"Tien Giang, Black S., batch VIT60420.0",2016.0,70%,Canada,7.75
1514,Soma,"Camino Verde, Black S., batch cvu6030.0",2016.0,70%,Canada,6.0625
1515,Soma,CSB Chama,2015.0,70%,Canada,6.625
1516,Soma,Porcelana,2015.0,75%,Canada,7.75
1517,Soma,"La Tronca, Matagalpa",2014.0,70%,Canada,6.625
1518,Soma,Maranon Canyon,2014.0,70%,Canada,7.1875
1519,Soma,La Dalia,2014.0,70%,Canada,6.0625
1520,Soma,"Camino Verde P., Balao, Guayas",2014.0,80%,Canada,6.625
1521,Soma,"Espiritu Santo, 'Smoke Monster'",2014.0,70%,Canada,7.1875
1522,Soma,Little Big Man,2014.0,70%,Canada,6.0625
1523,Soma,"Rizek Cacao, Domin. Rep.",2013.0,77%,Canada,7.1875
1524,Soma,Java,2013.0,70%,Canada,6.0625
1525,Soma,"Apurimac, El Quinacho Co-op",2013.0,70%,Canada,4.9375
1526,Soma,"Sangre Grande P., Trinidad",2013.0,70%,Canada,7.1875
1527,Soma,Chef's Blend,2013.0,70%,Canada,6.0625
1528,Soma,Patanemo,2013.0,70%,Canada,7.1875
1529,Soma,Crazy 88,2013.0,88%,Canada,7.75
1530,Soma,"Maracaibo, El Vigia",2013.0,70%,Canada,7.75
1531,Soma,Equator,2013.0,67%,Canada,7.75
1532,Soma,Orinoco,2013.0,70%,Canada,6.0625
1533,Soma,"Bachelor's Hall E., St. Thomas Parish",2013.0,70%,Canada,7.75
1534,Soma,Noula Coop,2012.0,70%,Canada,6.0625
1535,Soma,O'ahu,2012.0,70%,Canada,7.1875
1536,Soma,"Dual Origins, Sambirano, Elvesia",2012.0,70%,Canada,7.75
1537,Soma,"Dancing in Your Head, 5 bean blend",2012.0,70%,Canada,7.75
1538,Soma,Cahabon Region,2012.0,70%,Canada,6.625
1539,Soma,Carenero Superior,2012.0,70%,Canada,7.1875
1540,Soma,Eastern Promises,2012.0,70%,Canada,6.625
1541,Soma,Papua New Guinea,2012.0,85%,Canada,6.625
1542,Soma,"Grenada, Black Science",2011.0,70%,Canada,4.9375
1543,Soma,"Alto Beni, Wild Bolivian",2011.0,70%,Canada,6.625
1544,Soma,Peruvian,2011.0,64%,Canada,7.75
1545,Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",2011.0,70%,Canada,7.75
1546,Soma,"Elvesia P., Black Science",2011.0,70%,Canada,7.1875
1547,Soma,Chuao,2011.0,70%,Canada,6.625
1548,Soma,Black Science Blend 1,2010.0,70%,Canada,7.1875
1549,Soma,Hispaniola,2009.0,70%,Canada,5.5
1550,Soma,Africa,2009.0,70%,Canada,6.625
1551,Soma,Conacado,2009.0,70%,Canada,5.5
1552,Soma,Papua New Guinea,2009.0,70%,Canada,6.625
1553,Soma,Madagascar,2009.0,70%,Canada,7.1875
1554,Soma,Ocumare,2009.0,70%,Canada,7.1875
1555,Somerville,Nicaragua,2014.0,70%,U.S.A.,6.0625
1556,Somerville,"Hawaiian, Big Island",2014.0,70%,U.S.A.,6.625
1557,Soul,Dominican Republic,2017.0,70%,Canada,6.0625
1558,Soul,Madagascar,2017.0,70%,Canada,6.625
1559,Soul,Venezuela,2017.0,75%,Canada,6.625
1560,Soul,Ecuador,2017.0,75%,Canada,6.0625
1561,Soul,Papua New Guinea,2017.0,77%,Canada,6.0625
1562,Soul,Tanzania,2017.0,80%,Canada,6.625
1563,Spagnvola,AgroCriso Plantation,2012.0,70%,U.S.A.,5.5
1564,Spagnvola,AgroCriso Plantation,2012.0,80%,U.S.A.,5.5
1565,Spagnvola,AgroCriso Plantation,2012.0,75%,U.S.A.,6.0625
1566,Spencer,Dominican Republic,2017.0,70%,U.S.A.,7.1875
1567,Spencer,Ecuador,2017.0,70%,U.S.A.,6.625
1568,Spencer,Peru,2017.0,70%,U.S.A.,4.9375
1569,Spencer,"Dominican Republic, lot D82R",2016.0,70%,Australia,6.625
1570,Spencer,"Ecuador, lot E432314L",2016.0,70%,Australia,7.1875
1571,Spencer,"Madagascar, lot M0403R",2016.0,70%,Australia,7.1875
1572,Spencer,Malekula Island,2014.0,72%,Australia,4.9375
1573,Sprungli (Felchlin),Alto Beni,2013.0,70%,Switzerland,5.5
1574,SRSLY,Dominican Republic,2013.0,70%,U.S.A.,5.5
1575,SRSLY,Dominican Republic,2013.0,84%,U.S.A.,3.8125
1576,Starchild,"Bolivar, Arriba",2015.0,70%,U.S.A.,5.5
1577,Starchild,Hispaniola,2015.0,70%,U.S.A.,5.5
1578,Starchild,Cacao Verapaz,2015.0,70%,U.S.A.,5.5
1579,Starchild,Rio Tuma,2015.0,70%,U.S.A.,5.5
1580,Starchild,Sambirano Valley,2015.0,70%,U.S.A.,5.5
1581,Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",2012.0,68%,Switzerland,4.9375
1582,Stella (aka Bernrain),India,2011.0,72%,Switzerland,6.0625
1583,Stone Grindz,"Ecuador, Midnight Dark",2014.0,84%,U.S.A.,6.625
1584,Stone Grindz,"Ecuador, Twilght Dark",2014.0,70%,U.S.A.,6.625
1585,StRita Supreme,"Samar, East Visayas region",2012.0,65%,U.S.A.,4.375
1586,StRita Supreme,"Samar, East Visayas region",2012.0,70%,U.S.A.,4.375
1587,StRita Supreme,"Samar, East Visayas region",2012.0,75%,U.S.A.,4.9375
1588,Sublime Origins,Sambirano,2013.0,67%,U.S.A.,4.9375
1589,Sublime Origins,Moho Valley,2013.0,78%,U.S.A.,6.0625
1590,Summerbird,Peru,2016.0,61%,Denmark,4.375
1591,Summerbird,Peru,2016.0,71%,Denmark,5.5
1592,Suruca Chocolate,Venezuela,2016.0,70%,Venezuela,4.9375
1593,Suruca Chocolate,Venezuela,2016.0,60%,Venezuela,5.5
1594,Svenska Kakaobolaget,Sri Lanka,2015.0,70%,Sweden,4.9375
1595,Szanto Tibor,Nacional,2015.0,70%,Hungary,6.0625
1596,Szanto Tibor,Baracoa,2015.0,88%,Hungary,6.0625
1597,Szanto Tibor,Ambolikapiky,2015.0,70%,Hungary,6.0625
1598,Szanto Tibor,"Winak, Sumaco",2015.0,70%,Hungary,7.1875
1599,Szanto Tibor,"Ben Tre, Mekong Delta",2015.0,70%,Hungary,6.0625
1600,Szanto Tibor,"Fazenda Sempre Firme, Bahia",2015.0,70%,Hungary,6.625
1601,Szanto Tibor,Porcelana,2014.0,70%,Hungary,6.625
1602,Szanto Tibor,Baracoa,2014.0,70%,Hungary,7.1875
1603,Szanto Tibor,"Autumn, Primary Harvest, 2012",2013.0,70%,Hungary,6.625
1604,Szanto Tibor,"Spring, Secondary Harvest, 2012",2013.0,70%,Hungary,6.625
1605,Szanto Tibor,Cacao Blanco,2013.0,70%,Hungary,6.0625
1606,Szanto Tibor,Santo Domingo,2012.0,70%,Hungary,6.0625
1607,Szanto Tibor,Millot Plantation,2012.0,70%,Hungary,6.0625
1608,Szanto Tibor,"Ayacucho, ""El Guinacho""",2012.0,70%,Hungary,7.1875
1609,Szanto Tibor,Crudo,2011.0,70%,Hungary,5.5
1610,Tabal,Costa Rica,2013.0,70%,U.S.A.,4.9375
1611,Tabal,Dominican Republic,2013.0,70%,U.S.A.,4.9375
1612,Tabal,"Chiapas, Lacandon Jungle",2013.0,70%,U.S.A.,4.375
1613,Tabal,Peru,2013.0,70%,U.S.A.,5.5
1614,Tablette (aka Vanillabeans),Colombia,2015.0,70%,Japan,5.5
1615,Tablette (aka Vanillabeans),Papua,2015.0,62%,Japan,6.0625
1616,Tablette (aka Vanillabeans),Vietnam,2015.0,60%,Japan,6.0625
1617,Tablette (aka Vanillabeans),Trinidad,2015.0,77%,Japan,4.9375
1618,Tan Ban Skrati,"Paramaribo, batch 20160043-01",2016.0,70%,Suriname,6.0625
1619,Taza,Belize,2014.0,68%,U.S.A.,5.5
1620,Taza,Alto Beni,2011.0,87%,U.S.A.,6.0625
1621,Taza,Chiapan,2009.0,75%,U.S.A.,4.9375
1622,Taza,"Dark, Stone Ground",2007.0,70%,U.S.A.,5.5
1623,TCHO,West Africa,2016.0,62%,U.S.A.,3.25
1624,TCHO,Peru- Ecuador,2012.0,99%,U.S.A.,6.0625
1625,TCHO,TCHOPro 60.5,2009.0,60%,U.S.A.,4.9375
1626,TCHO,TCHOPro 68,2009.0,68%,U.S.A.,5.5
1627,TCHO,Chocolatey-beta,2008.0,70%,U.S.A.,4.375
1628,TCHO,Fruity-beta,2008.0,70%,U.S.A.,4.375
1629,TCHO,Citrus-beta,2008.0,70%,U.S.A.,4.9375
1630,TCHO,Nutty-beta,2008.0,70%,U.S.A.,4.375
1631,Tejas,Concepcion,2012.0,70%,U.S.A.,4.9375
1632,Tejas,Bayou Blend,2012.0,70%,U.S.A.,5.5
1633,Tejas,Aranama,2012.0,70%,U.S.A.,5.5
1634,Tejas,Presidio,2012.0,70%,U.S.A.,6.625
1635,Tejas,"La Bahia, w/ cane juice",2012.0,70%,U.S.A.,6.0625
1636,Tejas,Capistrano,2012.0,70%,U.S.A.,3.25
1637,Tejas,"La Bahia, w/ cane sugar",2012.0,70%,U.S.A.,6.0625
1638,Tejas,San Jose,2012.0,70%,U.S.A.,4.9375
1639,Tejas,Capistrano*,2012.0,70%,U.S.A.,5.5
1640,Tejas,Espada,2012.0,70%,U.S.A.,6.0625
1641,Tejas,Espada,2012.0,70%,U.S.A.,4.9375
1642,Tejas,Concepcion*,2012.0,80%,U.S.A.,5.5
1643,Tejas,San Jose,2012.0,67%,U.S.A.,6.0625
1644,Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",2012.0,70%,U.S.A.,6.625
1645,Terroir,Peru,2015.0,70%,U.S.A.,4.9375
1646,Terroir,Belize,2015.0,70%,U.S.A.,7.1875
1647,Terroir,Madagascar,2015.0,70%,U.S.A.,7.1875
1648,Terroir,Ecuador,2015.0,70%,U.S.A.,6.0625
1649,Terroir,Oko Caribe,2015.0,70%,U.S.A.,6.625
1650,Terroir,Guatemala,2015.0,70%,U.S.A.,7.1875
1651,Terroir,Ecuador,2014.0,77%,U.S.A.,6.0625
1652,Terroir,Madagascar,2014.0,67%,U.S.A.,7.1875
1653,Terroir,Uganda,2014.0,73%,U.S.A.,7.1875
1654,The Barn,Peru,2015.0,70%,Sweden,5.5
1655,Theo,Congo w/ nibs,2012.0,65%,U.S.A.,6.0625
1656,Theo,Madagascar,2007.0,65%,U.S.A.,6.625
1657,Theo,Ivory Coast,2007.0,75%,U.S.A.,4.375
1658,Theo,"Ghana, Kumasi",2007.0,84%,U.S.A.,5.5
1659,Theo,"Venezuela; Barinos, Merida, Tachron",2007.0,91%,U.S.A.,3.25
1660,Theo,"Ghana, Panama, Ecuador",2007.0,75%,U.S.A.,5.5
1661,Theobroma,"Piura Select, Cacao Blanc",2015.0,70%,Japan,6.0625
1662,Timo A. Meyer,"Belize, med roast",2016.0,72%,Germany,7.1875
1663,To'ak (Ecuatoriana),Manabi,2014.0,81%,Ecuador,6.0625
1664,Tobago Estate (Pralus),"Roxborough, Tobago",2012.0,70%,France,7.75
1665,Tocoti,"Wild Bolivian, Jungle Love",2012.0,77%,U.S.A.,5.5
1666,Tocoti,Venezuela,2011.0,72%,U.S.A.,4.9375
1667,Tocoti,Dominican Republic,2011.0,74%,U.S.A.,5.5
1668,Treehouse,Conacado,2014.0,72%,U.S.A.,5.5
1669,Tsara (Cinagra),"Ambanja, Tsara Valley",2011.0,72%,Madagascar,6.625
1670,twenty-four blackbirds,Oko Caribe,2015.0,75%,U.S.A.,4.9375
1671,twenty-four blackbirds,"Cedeno, lot 271",2015.0,75%,U.S.A.,6.625
1672,twenty-four blackbirds,Madagascar,2014.0,75%,U.S.A.,6.625
1673,twenty-four blackbirds,Dominican Republic,2013.0,68%,U.S.A.,6.0625
1674,twenty-four blackbirds,Palos Blancos,2013.0,75%,U.S.A.,4.375
1675,twenty-four blackbirds,Dominican Republic,2011.0,73%,U.S.A.,4.9375
1676,Two Ravens,Peru,2016.0,60%,U.S.A.,5.5
1677,Un Dimanche A Paris,Dominican Republic,2011.0,63%,France,7.1875
1678,Undone,Matagalpa,2014.0,74%,U.S.A.,4.9375
1679,Undone,Nourish,2014.0,70%,U.S.A.,5.5
1680,Upchurch,"Madagascar, Sassy Bar",2016.0,72%,U.S.A.,5.5
1681,Upchurch,"Tanzania, Party Bar",2016.0,72%,U.S.A.,6.0625
1682,Urzi,"Sur del Lago, Merida",2014.0,65%,Italy,6.0625
1683,Valrhona,"Piura, Illanka, Quemazon",2015.0,63%,France,7.75
1684,Valrhona,"Andoa, Grand Cru blend",2013.0,70%,France,6.625
1685,Valrhona,"Loma Sotavento, 2013",2013.0,64%,France,6.625
1686,Valrhona,"Otucan, Grand Cru",2012.0,69%,France,7.75
1687,Valrhona,Caraque,2011.0,56%,France,6.0625
1688,Valrhona,"Porcelana, Pedegral",2011.0,64%,France,7.75
1689,Valrhona,Tainori,2009.0,64%,France,7.1875
1690,Valrhona,Alpaco,2009.0,66%,France,7.1875
1691,Valrhona,Nyangbo,2009.0,68%,France,6.625
1692,Valrhona,Araguani,2007.0,72%,France,5.5
1693,Valrhona,Chuao 2002 P.,2007.0,65%,France,7.1875
1694,Valrhona,Manjari,2007.0,64%,France,7.75
1695,Valrhona,Le Noir Extra Amer,2007.0,85%,France,2.125
1696,Valrhona,Abinao,2007.0,85%,France,4.375
1697,Valrhona,Le Noir Amer,2007.0,71%,France,4.9375
1698,Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",2007.0,64%,France,6.0625
1699,Valrhona,Caraibe,2006.0,66%,France,5.5
1700,Valrhona,Guanaja,2006.0,70%,France,7.75
1701,Valrhona,Gran Couva 2005 P.,2006.0,64%,France,4.375
1702,Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",2006.0,64%,France,5.5
1703,Valrhona,"Sambirano, Ampamakia 2005, Millot P.",2006.0,64%,France,6.625
1704,Vanleer (Barry Callebaut),Manhattan,2012.0,72%,U.S.A.,4.375
1705,Vanleer (Barry Callebaut),Napa,2012.0,65%,U.S.A.,4.9375
1706,Vao Vao (Chocolaterie Robert),Madagascar,2009.0,72%,Madagascar,4.9375
1707,Vao Vao (Chocolaterie Robert),Madagascar,2009.0,76%,Madagascar,4.9375
1708,Vao Vao (Chocolaterie Robert),Madagascar,2009.0,80%,Madagascar,4.9375
1709,Vao Vao (Chocolaterie Robert),Madagascar,2009.0,70%,Madagascar,5.5
1710,Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,2009.0,68%,Madagascar,5.5
1711,Vao Vao (Chocolaterie Robert),Madagascar,2009.0,64%,Madagascar,6.0625
1712,Vicuna,Palos Blancos,2015.0,70%,U.S.A.,6.0625
1713,Vicuna,Palos Blancos + nibs,2015.0,70%,U.S.A.,6.0625
1714,Videri,Dominican Republic,2014.0,90%,U.S.A.,6.0625
1715,Videri,Trinidad,2014.0,75%,U.S.A.,6.625
1716,Videri,Mindo,2014.0,75%,U.S.A.,6.625
1717,Videri,Dark,2013.0,90%,U.S.A.,7.1875
1718,Videri,Classic,2012.0,70%,U.S.A.,6.0625
1719,Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",2012.0,70%,France,6.625
1720,Vintage Plantations,San Martin,2014.0,75%,U.S.A.,5.5
1721,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007.0,100%,U.S.A.,3.25
1722,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007.0,90%,U.S.A.,3.25
1723,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007.0,75%,U.S.A.,5.5
1724,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",2007.0,65%,U.S.A.,5.5
1725,Violet Sky,Sambirano Valley,2015.0,77%,U.S.A.,4.9375
1726,Violet Sky,Moho River Valley,2015.0,77%,U.S.A.,5.5
1727,Violet Sky,Cuyagua,2015.0,77%,U.S.A.,5.5
1728,Violet Sky,Peru,2015.0,77%,U.S.A.,6.0625
1729,Violet Sky,Cahabon,2015.0,77%,U.S.A.,4.9375
1730,Vivra,Peru,2016.0,70%,U.S.A.,4.375
1731,Vivra,Ocumare,2016.0,70%,U.S.A.,4.375
1732,Vivra,Dominican Republic,2016.0,70%,U.S.A.,5.5
1733,Wellington Chocolate Factory,Conacado,2016.0,70%,New Zealand,6.625
1734,Wellington Chocolate Factory,"Piura Blanco, Norandino",2016.0,70%,New Zealand,6.625
1735,Whittakers,Ghana,2011.0,72%,New Zealand,4.375
1736,Wilkie's Organic,Amazonas,2013.0,75%,Ireland,4.375
1737,Wilkie's Organic,Amazonas,2013.0,89%,Ireland,4.9375
1738,Wilkie's Organic,Tumbes,2013.0,75%,Ireland,6.0625
1739,Wilkie's Organic,Amazonas w/ nibs,2013.0,75%,Ireland,4.9375
1740,Willie's Cacao,Los Llanos,2016.0,70%,U.K.,7.75
1741,Willie's Cacao,Los Llanos,2014.0,88%,U.K.,5.5
1742,Willie's Cacao,"Java, Indonesian Black",2013.0,100%,U.K.,3.8125
1743,Willie's Cacao,Sambirano,2010.0,71%,U.K.,5.5
1744,Willie's Cacao,Hacienda Las Trincheras,2010.0,72%,U.K.,6.625
1745,Willie's Cacao,Java,2010.0,69%,U.K.,7.1875
1746,Willie's Cacao,San Martin,2009.0,70%,U.K.,5.5
1747,Willie's Cacao,Rio Caribe,2009.0,72%,U.K.,6.0625
1748,Wm,"Guasare, Zulia Prov., 2015, batch 124",2016.0,74%,U.S.A.,5.5
1749,Wm,"Wild Beniano, 2016, batch 128, Heirloom",2016.0,76%,U.S.A.,6.625
1750,Wm,"Ghana, 2013, batch 129",2016.0,75%,U.S.A.,7.1875
1751,Woodblock,"Maranon, Cajamarca",2014.0,70%,U.S.A.,5.5
1752,Woodblock,"Camino Verde P., Balao, Guayas",2013.0,70%,U.S.A.,6.0625
1753,Woodblock,Gran Couva,2013.0,70%,U.S.A.,6.625
1754,Woodblock,Ecuador,2012.0,70%,U.S.A.,4.375
1755,Woodblock,Costa Rica,2012.0,70%,U.S.A.,5.5
1756,Woodblock,Sambirano,2012.0,70%,U.S.A.,6.0625
1757,Woodblock,Ocumare,2011.0,70%,U.S.A.,7.75
1758,Woodblock,La Red,2011.0,70%,U.S.A.,6.625
1759,Xocolat,Hispaniola,2013.0,66%,Domincan Republic,5.5
1760,Xocolla,"Sambirano, batch 170102",2017.0,70%,U.S.A.,4.9375
1761,Xocolla,"Hispaniola, batch 170104",2017.0,70%,U.S.A.,4.375
1762,Zak's,"Papua New Guinea, Batch 2",2015.0,70%,U.S.A.,5.5
1763,Zak's,"Dominican Republic, Batch D2",2015.0,70%,U.S.A.,6.0625
1764,Zak's,"Madagascar, Batch 2",2015.0,70%,U.S.A.,6.0625
1765,Zak's,"Peru, Batch 1",2015.0,70%,U.S.A.,6.0625
1766,Zak's,"Belize, Batch 2",2015.0,70%,U.S.A.,6.625
1767,Zak's,"House Blend, Batch 2",2015.0,60%,U.S.A.,5.5
1768,Zart Pralinen,"Millot P., Ambanja",2016.0,70%,Austria,6.625
1769,Zart Pralinen,UNOCACE,2016.0,70%,Austria,4.9375
1770,Zart Pralinen,San Juan Estate,2016.0,85%,Austria,4.9375
1771,Zart Pralinen,"Kakao Kamili, Kilombero Valley",2016.0,85%,Austria,5.5
1772,Zart Pralinen,"Kakao Kamili, Kilombero Valley",2016.0,70%,Austria,6.625
1773,Zart Pralinen,"San Juan Estate, Gran Couva",2016.0,78%,Austria,6.625
1774,Zokoko,Guadalcanal,2016.0,78%,Australia,7.1875
1775,Zokoko,Goddess Blend,2016.0,65%,Australia,6.0625
1776,Zokoko,Alto Beni,2011.0,68%,Australia,6.625
1777,Zokoko,Tokiala,2011.0,66%,Australia,6.625
1778,Zokoko,"Tranquilidad, Baures",2011.0,72%,Australia,7.1875
1779,Zotter,Raw,2014.0,80%,Austria,4.9375
1780,Zotter,"Bocas del Toro, Cocabo Co-op",2012.0,72%,Austria,6.625
1781,Zotter,Amazonas Frucht,2012.0,65%,Austria,6.625
1782,Zotter,"Satipo Pangoa region, 16hr conche",2012.0,70%,Austria,5.5
1783,Zotter,"Satipo Pangoa region, 20hr conche",2012.0,70%,Austria,6.625
1784,Zotter,"Loma Los Pinos, Yacao region, D.R.",2012.0,62%,Austria,7.1875
1785,Zotter,El Oro,2012.0,75%,Austria,5.5
1786,Zotter,Huiwani Coop,2012.0,75%,Austria,5.5
1787,Zotter,El Ceibo Coop,2012.0,90%,Austria,6.0625
1788,Zotter,Santo Domingo,2012.0,70%,Austria,7.1875
1789,Zotter,"Kongo, Highlands",2012.0,68%,Austria,6.0625
1790,Zotter,"Indianer, Raw",2012.0,58%,Austria,6.625
1791,Zotter,Peru,2011.0,70%,Austria,7.1875
1792,Zotter,Congo,2011.0,65%,Austria,5.5
1793,Zotter,Kerala State,2011.0,65%,Austria,6.625
1794,Zotter,Kerala State,2011.0,62%,Austria,6.0625
1795,Zotter,"Brazil, Mitzi Blue",2010.0,65%,Austria,5.5
